index,date,state,fips,positive,negative,death,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,deathIncrease,new positive cases,new negative cases,new deaths,new negative cases (last 7 days),new positive cases (last 7 days),new deaths (last 7 days),tests (last 7 days),death rate (last 7 days),positive case pct,new deaths (per capita),Hospitalized (per capita),In ICU (per capita),On Ventilator (per capita),new positive (per capita),tests (last 7 days per capita),testing rate of change,testing rate of change (last 7 days average),death pct rate of change,positive case pct rate of change,positive case pct rate of change (last 7 days average),positive cases rate of change,positive cases rate of change (last 7 days average)
6568,2020-04-08,IL,17,15078.0,59988.0,462.0,3680.0,1166.0,821.0,82,1529.0,4805.0,82,26584.0,8098.0,321.0,34682.0,0.03963941714003458,0.23349287815004902,2.519409657580048e-05,0.00028882951837677813,9.151500500742481e-05,6.443723765960186e-05,0.0006355819129932471,0.0027220612381367985,0.03506729937028084,0.041644174425484196,0.0024455058230259744,0.008017604326668815,0.005439629338668485,0.355134074558535,0.32496638783304205
6569,2020-04-08,IN,18,5943.0,24926.0,203.0,,924.0,507.0,30,436.0,1669.0,30,13116.0,3378.0,138.0,16494.0,0.04085257548845471,0.2048017460894871,2.062201373067471e-05,,0.00013807783106625673,7.57634852279136e-05,0.0005047910317552113,0.0024647789454619465,0.07166525891754921,0.061076396615086494,0.0038155384514176743,-0.012727979074569823,0.0021872666713346955,0.06880733944954129,0.3707371528286357
6570,2020-04-08,KS,20,1046.0,9137.0,38.0,,,,11,146.0,523.0,11,3726.0,564.0,28.0,4290.0,0.04964539007092199,0.13146853146853146,9.61701937657672e-06,,,,0.00019371424744247392,0.0014734647544826472,0.0488997555012225,0.034304724936360755,0.011509796850583003,0.01606510848564638,0.0038539681627442132,0.6301369863013698,0.2855920242277526
6571,2020-04-08,KY,21,1149.0,20455.0,65.0,,,,6,141.0,1508.0,6,13490.0,558.0,48.0,14048.0,0.08602150537634409,0.03972095671981777,1.0742095272538146e-05,,,,0.00012487685754325594,0.0031438532164294974,0.06869532141498669,0.20349292868815047,-0.004887585532746819,-0.0004464072969186314,-0.008000037249743094,0.2127659574468085,0.18338963844455788
6572,2020-04-08,LA,22,17030.0,64376.0,652.0,1983.0,,490.0,70,746.0,6005.0,70,25024.0,10606.0,379.0,35630.0,0.035734489911370924,0.2976705023856301,8.13308560684192e-05,0.0004255384896666894,,0.0001051507110119404,0.002275976410189061,0.007645958843582524,-0.0016251961443622506,0.006074412956348648,0.004685336295004491,-0.011873321869021347,0.023258932449846,-0.5911528150134048,0.4320399082639271
6573,2020-04-08,MA,25,16692.0,70849.0,615.0,2119.0,,,100,1588.0,4579.0,100,26724.0,9053.0,428.0,35777.0,0.04727714569755882,0.2530396623529083,6.20096726396373e-05,0.00030700583253128843,,,0.0013116204822584967,0.005183458079505383,0.03963618400023247,0.016513134955299946,0.005100750497745235,0.0036281027678677635,0.009764714802327186,0.2959697732997481,0.3350126915211894
6574,2020-04-08,MD,24,5529.0,32933.0,191.0,,,,31,1158.0,5677.0,31,15700.0,3544.0,139.0,19244.0,0.03922121896162528,0.18416129702764497,2.3002893730933662e-05,,,,0.0005864910459167546,0.0031846596184035066,0.2745214914895026,0.02961618173778255,-0.00393628749355731,0.004612982569733859,0.01437662169107829,0.7193436960276338,0.5071666584762056
6575,2020-04-08,ME,23,537.0,6088.0,14.0,,,,2,18.0,0.0,2,0.0,193.0,7.0,193.0,0.03626943005181347,1.0,5.230109892080418e-06,,,,0.00014420160131021725,0.00014420160131021725,-0.10648148148148148,-0.15610663017837842,0.003862022644406063,0.0,0.13388832674087017,-1.2777777777777777,-0.3782439987489245
6576,2020-04-08,MI,26,28064.0,53176.0,1600.0,,,,151,1100.0,2832.0,151,23225.0,7818.0,924.0,31043.0,0.11818879508825787,0.2518442160873627,9.243776082529713e-05,,,,0.0007821194958140401,0.003105568624783224,-0.03951113861386139,0.006038602384635845,0.010126219877668222,-0.005272120546300663,-0.006427318135801718,-0.44727272727272727,-0.13619496408872417
6577,2020-04-08,MN,27,1534.0,31954.0,39.0,135.0,64.0,,5,102.0,1351.0,5,10074.0,561.0,22.0,10635.0,0.0392156862745098,0.05275035260930889,3.920744642079677e-06,2.405911484912529e-05,1.1405802595140879e-05,,9.997898837303176e-05,0.0018953236031144258,0.04428515318146112,-0.0038433993118619897,-0.003419972640218878,0.0020826385480363016,0.001508199103898276,0.4411764705882353,0.12334954153498054
6578,2020-04-08,MO,29,3327.0,30783.0,58.0,519.0,,,5,290.0,1851.0,5,14937.0,1746.0,40.0,16683.0,0.022909507445589918,0.10465743571300126,6.5290644568830375e-06,8.471461132805742e-05,,,0.0002849936635429446,0.002723109558354493,0.04086598452707761,0.011083358944287358,0.00010248990173026759,-0.0020308597699036507,0.004473275153348145,0.12413793103448276,0.3593876871736869
6580,2020-04-08,MS,28,2003.0,18632.0,67.0,,,,8,88.0,0.0,8,14920.0,930.0,45.0,15850.0,0.04838709677419355,0.05867507886435331,1.5067653765406675e-05,,,,0.00031139817781840464,0.0053071624929265735,-0.013874198967212094,0.5058617380532879,0.008509796160696616,-0.0021723049470073544,-0.026603268617045737,-0.5454545454545454,0.1590238941049623
6581,2020-04-08,MT,30,332.0,7066.0,6.0,,,,0,13.0,400.0,0,2356.0,124.0,1.0,2480.0,0.008064516129032258,0.05,9.413492358597578e-07,,,,0.00011672730524660997,0.0023345461049321995,-0.03389170237631477,-0.019327653256089736,-0.0067502986857825575,-0.0025905726529022177,-0.0004481120525001233,-0.8461538461538461,-0.3155337457029187
6582,2020-04-08,NC,37,3426.0,39561.0,53.0,386.0,,,7,205.0,1700.0,7,14902.0,1842.0,43.0,16744.0,0.023344191096634093,0.11000955566172957,4.141137676455803e-06,3.717393356074279e-05,,,0.00017739478139608343,0.0016125397501064176,-0.06853582554517133,0.01521027347752183,0.0012896350896694983,0.014159533409838151,0.00592221966208025,0.5804878048780487,0.4210613261011606
6583,2020-04-08,ND,38,251.0,8301.0,4.0,16.0,,,0,14.0,835.0,0,3950.0,109.0,1.0,4059.0,0.009174311926605505,0.02685390490268539,1.315656176939968e-06,2.1050498831039487e-05,,,0.0001434065232864565,0.00534024842219933,0.1778874056877539,0.06087804071447711,0.00016530291759649617,-0.005357354528539221,-0.001573391736591163,-0.14285714285714285,0.005312381362801417
6584,2020-04-08,NE,31,519.0,7442.0,12.0,,,,2,72.0,631.0,2,3967.0,309.0,8.0,4276.0,0.025889967637540454,0.07226379794200187,4.14665043944128e-06,,,,0.00016016437322341945,0.0022163846598813645,0.029121540312876053,0.0925005844270533,0.0004354221829949989,0.006078479049101748,0.0011485228587096213,0.4722222222222222,0.5303941908224357
6585,2020-04-08,NH,33,788.0,8389.0,18.0,,,,9,73.0,370.0,9,2404.0,373.0,14.0,2777.0,0.03753351206434316,0.13431760893050054,1.0320997775087765e-05,,,,0.00027498086929340974,0.0020472436301013377,-0.07648819421350182,-0.04261508950397107,0.022570918548133687,0.0009621051060908214,0.008045663064403675,-0.3835616438356164,0.23270614223869046
6586,2020-04-08,NJ,34,47437.0,52979.0,1504.0,7026.0,1617.0,1576.0,272,3021.0,2421.0,272,22592.0,25182.0,1149.0,47774.0,0.04562782940195378,0.5271067944907272,0.00012897765285367266,0.0007886831931678887,0.00018151163156169598,0.00017690929582018112,0.0028267321620201783,0.005362731407686125,-0.02900347553911506,0.03469026320722667,0.00810838927753698,0.004353191921673716,0.007807888937590157,-0.17808672624958624,0.2698252785564363
6587,2020-04-08,NM,35,794.0,21451.0,13.0,51.0,,18.0,1,108.0,312.0,1,8526.0,479.0,8.0,9005.0,0.016701461377870562,0.05319267073847862,3.817835783429447e-06,2.4338703119362727e-05,,8.590130512716256e-06,0.00022859291753283816,0.004297451403722772,-0.03151215315121531,0.05888993616088282,-0.003051625041882524,0.009634916382703189,0.002798345629991208,0.6851851851851852,0.5099069065057845
6588,2020-04-08,NV,32,2318.0,18248.0,101.0,282.0,,,10,231.0,1696.0,10,6729.0,1039.0,56.0,7768.0,0.05389797882579403,0.13375386199794026,1.8455097429732216e-05,9.293459777115152e-05,,,0.00034240796838378167,0.0025599856577528547,0.13484295105916727,-0.0027874843766119884,-0.0015434996136310247,-0.008539782998407436,0.002470551019329928,0.2813852813852814,-0.1483438576641414
6589,2020-04-08,NY,36,149316.0,215837.0,6268.0,18079.0,4841.0,,779,10453.0,14642.0,779,78669.0,65604.0,4327.0,144273.0,0.06595634412535821,0.4547212576157701,0.00022141816209211558,0.000925125711223332,0.00024772020399536205,,0.003357041161518639,0.007382635197484584,0.06970312592680468,0.030747211693649187,0.0034999478546662577,-0.01289247985383074,0.0005886179666868512,0.24260977709748396,0.18260433639086449
6590,2020-04-08,OH,39,5148.0,48193.0,193.0,,,,26,366.0,2137.0,26,21201.0,2601.0,128.0,23802.0,0.049211841599384853,0.10927653138391732,1.0950052192397207e-05,,,,0.00022250848244082137,0.002036196424089362,0.0995519009562526,0.07420443229441974,0.00585140799504881,-0.010047162430468035,-0.0022087430389424348,0.04918032786885246,0.28569238927021184
6591,2020-04-08,OK,40,1524.0,11821.0,79.0,188.0,120.0,,12,52.0,0.0,12,10573.0,805.0,49.0,11378.0,0.06086956521739131,0.07075057127790473,1.2426836997179108e-05,4.767847664223821e-05,3.0433070197173325e-05,,0.00020415517923937107,0.0028855622725286506,-0.010522654143838595,1.4137857302772523,0.012357988591150955,-0.008125852758968044,-0.06933737902442758,-1.9615384615384615,0.09730593798357015
6592,2020-04-08,OR,41,1239.0,23325.0,33.0,156.0,61.0,58.0,0,58.0,1499.0,0,10189.0,503.0,15.0,10692.0,0.02982107355864811,0.04704451926674149,3.5793431809813746e-06,3.7225169082206295e-05,1.4555995602657591e-05,1.3840126966461316e-05,0.0001200273080022421,0.002551355819403524,0.16457902189303997,0.027152296635259456,-0.0007288246083579988,-0.0064354938037301385,-0.0013632923573627723,0.20689655172413793,-0.08093301365578495
6593,2020-04-08,PA,42,16239.0,82299.0,309.0,1898.0,,603.0,69,1680.0,5580.0,69,39872.0,10434.0,235.0,50306.0,0.02252252252252252,0.20741064684133106,1.834925423945855e-05,0.000148199508708478,,4.7083405559121296e-05,0.0008147068882319596,0.003927989718171071,0.031071940971510555,0.0495147441011633,0.004305149117829234,0.008271478979064217,0.011021111722965186,0.42738095238095236,0.5531583133635605
6595,2020-04-08,RI,44,1890.0,11667.0,35.0,143.0,45.0,26.0,5,273.0,1572.0,5,7478.0,1222.0,25.0,8700.0,0.020458265139116204,0.14045977011494254,2.3644798380804206e-05,0.00013524824673820005,4.2560637085447574e-05,2.4590590316036376e-05,0.0011557577448537096,0.008228389836519865,0.14473684210526316,0.19297410146502308,-0.0005140894843346996,0.002433454325468848,-0.007421887692948879,0.6336996336996337,0.5661525704522861
6596,2020-04-08,SC,45,2552.0,22082.0,63.0,,,,12,135.0,819.0,12,17049.0,1259.0,37.0,18308.0,0.02938840349483717,0.06876775180249071,7.277552272002647e-06,,,,0.000247633467850036,0.003601011540427688,0.018185862855236084,0.4317996301259273,0.007649273060054564,-0.005421670365353126,-0.02466974402662789,-0.5555555555555556,0.17670761726574738
6597,2020-04-08,SD,46,393.0,6355.0,6.0,,,,0,73.0,407.0,0,2452.0,264.0,4.0,2716.0,0.015151515151515152,0.09720176730486009,4.533939369895776e-06,,,,0.00029923999841312125,0.003078544832159232,0.06468051744413955,-0.015006098522396292,-0.008433390508862208,0.014097102467541395,0.009922716892947945,0.7123287671232876,0.6277649114855572
6598,2020-04-08,TN,47,4362.0,52256.0,79.0,708.0,,,7,224.0,3520.0,7,22487.0,1679.0,55.0,24166.0,0.03275759380583681,0.06947777869734338,8.12406480935774e-06,0.00010457887063682328,,,0.0002480055420893027,0.0035695663669625304,-0.05283373833973505,0.024422016513691754,0.006954539566763611,-0.004951946159597903,-0.0032081097379362405,-0.9821428571428571,-0.1879768795148363
6599,2020-04-08,TX,48,9353.0,86905.0,177.0,1491.0,,,23,1091.0,6518.0,23,43045.0,5356.0,119.0,48401.0,0.022218073188946974,0.11065887068448998,4.146074930026275e-06,5.194788000562333e-05,,,0.00018660821281698092,0.0016863375856151408,0.060100313204985,0.05706879743005815,-0.00040002128663349165,0.0012342479541310042,0.0032409060132415246,0.32997250229147573,0.4252064157289948
6600,2020-04-08,UT,49,1846.0,34270.0,13.0,,,,0,108.0,1361.0,0,14115.0,834.0,6.0,14949.0,0.007194244604316547,0.05578968492875778,1.8980704532117724e-06,,,,0.0002638317929964364,0.0047290425341771315,-0.07344737820751208,0.008826104525678086,-0.0022064604485624185,0.003043930621084538,0.0013305371850174336,-0.1574074074074074,0.08942290942775903
6601,2020-04-08,VA,51,3645.0,27000.0,75.0,,,,12,312.0,1688.0,12,13140.0,2161.0,41.0,15301.0,0.01897269782508098,0.14123259917652442,4.813514470187615e-06,,,,0.0002537074334164741,0.001796380119715627,0.0037391760692731565,0.06616957119309239,0.0016899325826421896,0.004588673697647483,0.004521096911779979,0.25,0.4893419243192098
6603,2020-04-08,VT,50,631.0,7001.0,23.0,35.0,,,0,23.0,356.0,0,2839.0,272.0,7.0,3111.0,0.025735294117647058,0.08743169398907104,1.1176770200814626e-05,5.588385100407313e-05,,,0.0004342973563745112,0.004967276013533472,0.042560321715817695,0.04007668736203703,-0.008986928104575166,-0.009083051319239949,0.001346152845725501,-0.6956521739130435,0.1442772602572741
6604,2020-04-08,WA,53,10831.0,109050.0,443.0,655.0,186.0,,14,284.0,4520.0,14,27534.0,1962.0,161.0,29496.0,0.08205912334352701,0.06651749389747763,2.136527844995834e-05,8.692085332125907e-05,2.468286827138044e-05,,0.00026036444918520657,0.003914225174906653,0.002958278078139345,0.008328570840467397,0.0031366280694249266,-0.005433269474279315,-0.003532099005891316,-0.5422535211267606,-0.30382345380577797
6605,2020-04-08,WI,55,3279.0,30115.0,99.0,,,,7,215.0,1603.0,7,11296.0,1458.0,75.0,12754.0,0.051440329218107,0.1143170769954524,1.2900855378315003e-05,,,,0.0002507926285544437,0.0021938334599337275,0.01093849080532657,0.03992732868791705,5.425754805966909e-05,-0.002915009244243219,-0.0003481819242780321,-0.09767441860465116,0.20482750701131433
6606,2020-04-08,WV,54,462.0,12083.0,4.0,,,,0,50.0,436.0,0,7699.0,271.0,3.0,7970.0,0.01107011070110701,0.03400250941028858,1.6612841061626996e-06,,,,0.00015006933092336387,0.004413478108705572,0.006821627084386054,0.11448510459497281,-0.0009298892988929899,0.0024209025381309243,-0.0008915814500298809,0.42,0.38612773391025
6607,2020-04-08,WY,56,221.0,3843.0,0.0,,,,0,5.0,54.0,0,1625.0,91.0,0.0,1716.0,0.0,0.05303030303030303,0.0,,,,0.00015751111664996358,0.0029702096282564557,-0.09541381128096996,0.03995118975141393,0.0,-0.0033745467324803116,-0.001524771524771511,-3.2,-0.4374358974358977
6496,2020-04-09,AK,2,235.0,6988.0,7.0,,,,0,9.0,146.0,0,2109.0,92.0,4.0,2201.0,0.043478260869565216,0.04179918218991367,5.424184812824942e-06,,,,0.0001247562506949737,0.0029846576932569245,-0.10709939148073022,-0.04261405256450907,0.00046750818139316974,0.004070987463747344,0.0021762453277540004,-0.1111111111111111,-0.06953364096221229
6497,2020-04-09,AL,1,2769.0,18058.0,74.0,324.0,,,8,400.0,1305.0,8,10555.0,1536.0,42.0,12091.0,0.02734375,0.12703663882226449,8.592698129717417e-06,6.628652842924865e-05,,,0.0003142472458868084,0.002473674121105078,0.06547409235107508,0.161194455714287,-0.0036160023219814243,0.013183977560368113,-0.004249394799012897,0.61,0.49387607480336976
6498,2020-04-09,AR,5,1119.0,13832.0,21.0,73.0,,31.0,3,119.0,302.0,3,5952.0,476.0,9.0,6428.0,0.018907563025210083,0.07405102675793404,2.986238417957247e-06,2.4221711612319893e-05,,1.0285932328519406e-05,0.00015793883188307218,0.002132837838958798,-0.02487864077669903,-0.0012907311660518184,-0.00032320620555914906,0.010944230641429187,0.003995833607977069,0.5042016806722689,0.2898838201239715
6500,2020-04-09,AZ,4,3018.0,34160.0,89.0,,,,9,292.0,2322.0,9,13049.0,1420.0,57.0,14469.0,0.04014084507042254,0.09814085285783399,7.94796619911245e-06,,,,0.00019800196496034522,0.0020175284725431233,0.07130164371390493,-0.04189273123924416,0.0012984992973836956,0.0009248007328524904,0.007324820351538841,0.3664383561643836,0.21449296736778273
6501,2020-04-09,CA,6,18309.0,145191.0,492.0,2825.0,1132.0,,50,1352.0,17884.0,50,121382.0,9118.0,289.0,130500.0,0.031695547269137966,0.06986973180076628,7.305904675134354e-06,7.141585019811263e-05,2.8616899973190615e-05,,0.0002305025564978375,0.0032990330799482115,0.14136281343746993,0.8326569759347883,0.0009070901003126984,-0.007113222098671351,-0.06006549642194765,0.23372781065088757,0.31551082888635046
6502,2020-04-09,CO,8,5655.0,23544.0,193.0,848.0,,,14,226.0,879.0,14,8241.0,2313.0,113.0,10554.0,0.04885430177258971,0.2191586128482092,1.984000179789043e-05,0.00014888780110275295,,,0.0004061055235267306,0.001853021052875536,-0.061449533125833705,0.0008300440406160085,0.0041933192309737966,0.00012793254585261038,0.0008494644382370242,-0.6637168141592921,0.0197951024458913
6503,2020-04-09,CT,9,9784.0,23718.0,380.0,1464.0,,,103,2003.0,2463.0,103,9242.0,5960.0,268.0,15202.0,0.04496644295302014,0.3920536771477437,7.501403014276457e-05,0.0004097781348097289,,,0.0016682224613838688,0.004255086888919056,0.22241878417497588,0.0457341330235574,-0.0004881025015253185,0.052394622789429135,0.02156419000960468,0.8666999500748876,0.45753829344848435
6504,2020-04-09,DC,11,1523.0,7201.0,32.0,,,,5,83.0,358.0,5,2784.0,870.0,20.0,3654.0,0.022988505747126436,0.23809523809523808,2.8471574691617258e-05,,,,0.0012385134990853506,0.005201756696158473,-0.17609921082299887,0.02404781186376586,0.004253142749468357,0.045536049820153524,0.015250544662309367,0.1927710843373494,0.4825300827035632
6505,2020-04-09,DE,10,1207.0,8683.0,34.0,201.0,,,2,279.0,1055.0,2,4117.0,814.0,18.0,4931.0,0.022113022113022112,0.16507807746907321,1.8610979857750077e-05,0.00020782260841154253,,,0.0008416298669004758,0.005098374537698091,0.1816439012700695,0.01988448074479684,-0.011815549315549314,0.030882055422583876,0.015743769941559665,0.910394265232975,0.7068234531317524
6506,2020-04-09,FL,12,16364.0,136185.0,354.0,,,,45,909.0,8506.0,45,66899.0,8354.0,226.0,75253.0,0.027052908786210198,0.11101218556070855,1.0610664891962539e-05,,,,0.0003922190022453763,0.003533116659800252,-0.01822570123939987,0.05909289957411825,0.000935261727386668,0.00011851302320040058,8.042383010122398e-05,-0.16061606160616063,0.2764672277845327
6507,2020-04-09,GA,13,10566.0,30519.0,379.0,,,,17,665.0,1633.0,17,12910.0,5218.0,216.0,18128.0,0.041395170563434266,0.28784201235657547,2.0533344107001538e-05,,,,0.0004960323590293242,0.0017232799165357586,-0.01803802610909485,0.04057806277019871,-0.0009761005746998785,0.0027545306383586765,0.0021962722886578667,-0.06766917293233082,0.23085144271905803
6509,2020-04-09,HI,15,435.0,15316.0,5.0,,,,0,25.0,577.0,0,5110.0,177.0,4.0,5287.0,0.022598870056497175,0.033478343105731036,2.8159277320306853e-06,,,,0.00012460480214235783,0.0037219524798115583,-0.15,-0.00044966531562416556,0.002796889858477373,0.0010024588613580451,0.0009094144746615365,-1.0,0.003666406175996958
6510,2020-04-09,IA,19,1270.0,13703.0,29.0,122.0,,,2,125.0,882.0,2,5649.0,656.0,18.0,6305.0,0.027439024390243903,0.10404440919904838,5.703160025917694e-06,3.865475128677548e-05,,,0.00020784849872233373,0.0019976902201895032,0.03140847374447898,0.011972168106797826,-0.0027623178916352936,0.006547271950561553,0.00435040004774573,0.48,0.32195000406652496
6511,2020-04-09,ID,16,1232.0,11299.0,18.0,70.0,,,3,22.0,611.0,3,4686.0,563.0,9.0,5249.0,0.015985790408525755,0.1072585254334159,5.130520439993433e-06,3.990404786661559e-05,,,0.0003209425564129225,0.0029922335321695033,-0.009061733056447046,0.00693487914564959,0.007226666320934513,-0.02205995672629714,1.0514570582211597e-05,-5.545454545454546,-0.9966568876605406
6512,2020-04-09,IL,17,16422.0,64435.0,528.0,3680.0,1166.0,821.0,66,1344.0,4447.0,66,28474.0,8727.0,371.0,37201.0,0.042511745158702874,0.2345904679981721,2.911841068418062e-05,0.00028882951837677813,9.151500500742481e-05,6.443723765960186e-05,0.0006849497844766692,0.00291976818291699,0.07263133613978433,0.04738097466267266,0.0028723280186682965,0.0010975898481230817,0.006252450892827283,0.4680059523809524,0.3834327726387126
6513,2020-04-09,IN,18,6351.0,25782.0,245.0,,924.0,507.0,42,408.0,856.0,42,12536.0,3312.0,167.0,15848.0,0.050422705314009664,0.20898536092882383,2.4955625311758524e-05,,0.00013807783106625673,7.57634852279136e-05,0.000494928329536193,0.002368244011621252,-0.03916575724505881,0.04750804741197883,0.009570129825554954,0.004183614839336741,0.00045845537766076423,-0.16176470588235295,0.2554036776664189
6514,2020-04-09,KS,20,1106.0,9669.0,42.0,,,,4,60.0,532.0,4,3610.0,554.0,29.0,4164.0,0.052346570397111915,0.13304514889529298,9.960484354311602e-06,,,,0.00019027959766512509,0.001430188167288052,-0.02937062937062937,0.02310653070323843,0.0027011803261899267,0.0015766174267615174,0.0036575010852896764,-0.16666666666666666,0.20463964327537162
6515,2020-04-09,KY,21,1346.0,20455.0,73.0,,,,8,197.0,0.0,8,13235.0,666.0,53.0,13901.0,0.07957957957957958,0.04791022228616646,1.1861063530094204e-05,,,,0.00014904657190646677,0.0031109555496573495,-0.010464123006833713,0.19991852785278016,-0.006441925796764517,0.008189265566348691,-0.008124626629926532,0.5482233502538071,0.18466071095272613
6516,2020-04-09,LA,22,18283.0,68636.0,702.0,2014.0,,473.0,50,1253.0,4260.0,50,26700.0,9133.0,392.0,35833.0,0.04292127449906931,0.2548767895515307,8.412056880955232e-05,0.000432190881587853,,0.0001015026251196894,0.0019598804972899013,0.007689521281001756,0.0056974459724950886,0.012165620252180067,0.007186784587698385,-0.042793712834099384,0.006830029655292141,-1.1755786113328013,0.14796972198925898
6517,2020-04-09,MA,25,18843.0,76146.0,725.0,2302.0,,,110,2151.0,5297.0,110,28379.0,9976.0,496.0,38355.0,0.04971932638331997,0.2600964672141833,7.186167670387875e-05,0.0003335193140571147,,,0.0014453469491893032,0.005556964939470301,0.07205746708779383,0.022142938121297306,0.0024421806857611444,0.007056804861274968,0.008796535455232669,0.4291027429102743,0.3208128506991578
6518,2020-04-09,MD,24,6185.0,35344.0,221.0,,,,30,656.0,2411.0,30,16454.0,3854.0,157.0,20308.0,0.040736896730669436,0.1897774276147331,2.5981685724867518e-05,,,,0.00063779246359006,0.0033607393229338187,0.05528996050717107,0.023413133401517922,0.0015156777690441547,0.005616130587088125,0.014936882027963191,0.4725609756097561,0.4966406871966744
6519,2020-04-09,ME,23,560.0,6088.0,16.0,,,,2,23.0,0.0,2,0.0,184.0,9.0,184.0,0.04891304347826087,1.0,6.724427004103394e-06,,,,0.00013747717430611384,0.00013747717430611384,-0.046632124352331605,-0.15398352182764444,0.012643613426447403,0.0,0.13202646410193578,-0.391304347826087,-0.5502160484383655
6520,2020-04-09,MI,26,29096.0,56430.0,1756.0,3826.0,1628.0,1434.0,156,1032.0,3254.0,156,22987.0,7720.0,955.0,30707.0,0.12370466321243523,0.25140847363793273,9.553902769281252e-05,0.00038275635597141434,0.00016286653097790448,0.00014345860283925983,0.0007723154908780236,0.003071954893574025,-0.01082369616338627,0.001665673104989629,0.005515868124177356,-0.00043574244942995444,-0.005620122390541803,-0.09496124031007752,-0.14849663305843183
6521,2020-04-09,MN,27,1637.0,33682.0,50.0,145.0,63.0,,11,103.0,1728.0,11,9902.0,581.0,32.0,10483.0,0.055077452667814115,0.05542306591624535,5.7029012975704394e-06,2.5841271504616053e-05,1.1227586929591803e-05,,0.00010354330168401328,0.0018682348219509661,-0.014292430653502585,-0.012335054184272751,0.015861766393304312,0.0026727133069364625,0.001905507720736565,0.1941747572815534,0.11666538465781862
6522,2020-04-09,MO,29,3539.0,34955.0,77.0,568.0,,,19,212.0,4172.0,19,17106.0,1705.0,58.0,18811.0,0.03401759530791789,0.09063845622242304,9.467143462480405e-06,9.271271528773913e-05,,,0.00027830137247463946,0.0030704557874606706,0.12755499610381826,0.011258047560928417,0.011108087862327972,-0.014018979490578218,0.0028332268039869685,-0.19339622641509435,0.2713418118021348
6524,2020-04-09,MS,28,2260.0,18632.0,76.0,,,,9,257.0,0.0,9,13879.0,1083.0,50.0,14962.0,0.046168051708217916,0.07238337120705789,1.6741837517118528e-05,,,,0.00036262820062078733,0.0050098274586225485,-0.056025236593059934,0.48217501228685206,-0.0022190450659756306,0.013708292342704577,-0.021002937186925422,0.5953307392996109,0.2495656480708408
6525,2020-04-09,MT,30,354.0,7506.0,6.0,13.0,,,0,22.0,440.0,0,2413.0,127.0,1.0,2540.0,0.007874015748031496,0.05,9.413492358597578e-07,1.2237540066176852e-05,,,0.00011955135295418924,0.0023910270590837847,0.024193548387096774,-0.025862126998919394,-0.0001905003810007619,0.0,2.2886437497128542e-06,0.13636363636363635,-0.30357202321488047
6526,2020-04-09,NC,37,3651.0,44158.0,65.0,398.0,,,12,225.0,4597.0,12,17336.0,1794.0,49.0,19130.0,0.027313266443701228,0.09377940407736539,4.718970840612426e-06,3.832959988905603e-05,,,0.00017277211608283046,0.0018423247383860348,0.1424988055422838,0.035431225820810056,0.0039690753470671344,-0.01623015158436418,0.002335571808122383,-0.21333333333333335,0.3168017761273249
6527,2020-04-09,ND,38,269.0,8721.0,5.0,14.0,,,1,18.0,420.0,1,3900.0,110.0,2.0,4010.0,0.01818181818181818,0.02743142144638404,2.631312353879936e-06,1.841918647715955e-05,,,0.00014472217946339647,0.0052757812695292715,-0.012071938901207195,0.050277427594136594,0.009007506255212676,0.0005775165436986487,-0.0013722307986647143,0.05555555555555555,-0.020364556078841908
6528,2020-04-09,NE,31,567.0,8116.0,14.0,,,,2,48.0,674.0,2,4138.0,321.0,9.0,4459.0,0.028037383177570093,0.07198923525454137,4.66498174437144e-06,,,,0.00016638434888258138,0.0023112392886835836,0.042797006548175864,0.08340508289945281,0.002147415540029639,-0.0002745626874604973,0.0006564843284772452,0.25,0.47087038129862613
6529,2020-04-09,NH,33,788.0,8763.0,18.0,,,,0,0.0,374.0,0,2685.0,373.0,14.0,3058.0,0.03753351206434316,0.12197514715500327,1.0320997775087765e-05,,,,0.00027498086929340974,0.002254400799729885,0.10118833273316528,-0.007072215025249426,0.0,-0.012342461775497277,0.005587678037259353,,0.23270614223869046
6530,2020-04-09,NJ,34,51027.0,56165.0,1700.0,7363.0,1523.0,1551.0,196,3590.0,3186.0,196,22645.0,25437.0,1163.0,48082.0,0.04572080040885324,0.5290337340376856,0.0001305491821312631,0.0008265121479213158,0.00017095993498358875,0.00017410299353876963,0.002855356445290576,0.005397305051793115,0.006447021392389165,0.032643581888802085,9.297100689946436e-05,0.0019269395469584394,0.006267960279528044,0.07103064066852367,0.24309095371726416
6531,2020-04-09,NM,35,865.0,22942.0,16.0,59.0,,18.0,3,71.0,1491.0,3,9294.0,502.0,10.0,9796.0,0.0199203187250996,0.051245406288280934,4.7722947292868095e-06,2.8156538902792175e-05,,8.590130512716256e-06,0.0002395691954101978,0.004674939916809358,0.08784008883953359,0.07545763339652199,0.0032188573472290392,-0.0019472644501976888,0.00155410412857903,0.323943661971831,0.4490417153589033
6532,2020-04-09,NV,32,2456.0,19315.0,110.0,282.0,,,9,138.0,1067.0,9,6727.0,998.0,59.0,7725.0,0.05911823647294589,0.12919093851132685,1.9443763363467872e-05,9.293459777115152e-05,,,0.0003288962006227277,0.0025458147793693104,-0.005535530381050463,-0.015786950753509648,0.005220257647151859,-0.004562923486613413,0.001848645504497971,-0.2971014492753623,-0.2546336896037183
